icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,price
4cacb5,SAS531,Ireland,1767007113.0,1767007114,12.6159,56.5108,11574.78,False,221.2,224.06,0.33,,11254.74,0733,False,0,249.5582067098444
34838b,VOE3701,Spain,1767007112.0,1767007112,0.8061,41.4282,5920.74,False,159.74,136.44,-4.88,,6019.8,1000,False,0,218.76974798444473
4cacb4,SAS38M,Ireland,1767007114.0,1767007114,8.3619,56.7289,11292.84,False,238.64,52.09,-0.33,,11071.86,7025,False,0,273.0925542208431
89815f,ANG10,Papua New Guinea,1767007113.0,1767007114,121.5378,13.3677,6903.72,False,203.19,325.63,-10.4,,7383.78,,False,0,254.49830952085088
06a03e,QTR99B,Qatar,1767007114.0,1767007114,12.4236,35.9679,10972.8,False,222.37,275.84,0.0,,11026.14,,False,0,269.88178681882965
4405ab,GAC698N,Austria,1767007114.0,1767007114,6.9334,45.0408,8534.4,False,187.44,21.07,0.0,,8641.08,1000,False,0,193.29284454084285
78066e,CSN6275,China,1767007114.0,1767007114,116.7183,40.5726,9784.08,False,192.03,231.96,0.0,,9479.28,,False,0,258.6491519946344
71c334,JJA3212,Republic of Korea,1767007113.0,1767007113,127.5206,37.0861,5273.04,False,144.27,304.54,-5.2,,5204.46,5040,False,0,162.38175364488785
a1245e,AMX694,United States,1767007114.0,1767007114,-117.8464,41.6759,11582.4,False,206.7,316.61,0.0,,11833.86,,False,0,285.66237627034087
503d3e,LAV911P,Lithuania,1767007113.0,1767007114,19.1616,50.8055,12496.8,False,211.03,36.67,0.0,,12260.58,1000,False,0,278.6250173508016
ac3e3a,SWA194,United States,1767007114.0,1767007114,-84.0917,32.1248,12192.0,False,210.06,349.13,0.0,,12603.48,1403,False,0,250.2024354411426
71c332,JJA2503,Republic of Korea,1767007114.0,1767007114,126.6146,36.7323,7178.04,False,231.66,158.51,6.83,,7101.84,4101,False,0,240.13429530741135
71c335,JJA132,Republic of Korea,1767007112.0,1767007112,127.2039,36.9222,3520.44,False,177.26,43.0,-9.1,,3497.58,5040,False,0,217.53026284305597
4d2303,RYR85WA,Malta,1767007113.0,1767007114,9.4282,48.9828,11582.4,False,217.25,309.04,0.0,,11643.36,1000,False,0,284.9183291702892
46d0c9,SEH4IK,Greece,1767007074.0,1767007074,25.9473,37.6961,2331.72,False,132.22,90.45,-7.48,,2468.88,7070,False,0,139.64844493989074
e49c00,TAM4742,Brazil,1767007107.0,1767007107,-47.262,-21.3029,9669.78,False,222.94,350.97,5.53,,10294.62,,False,0,285.92306803913795
348383,IBB66RZ,Spain,1767007113.0,1767007114,-2.3984,40.4557,8221.98,False,206.0,51.18,-5.2,,8244.84,6212,False,0,239.6617693040622
a23138,ENY4265,United States,1767007113.0,1767007113,-81.165,29.7057,9753.6,False,234.26,164.59,-0.65,,10157.46,1004,False,0,272.8952846052559
e49c01,TAM3372,Brazil,1767007000.0,1767007000,-47.7554,-20.0736,10363.2,False,229.72,342.13,0.0,,11026.14,,False,0,253.28889655681795
e49c06,TAM3610,Brazil,1767006890.0,1767006890,-47.4647,-20.0618,10363.2,False,222.26,352.15,0.33,,11041.38,,False,0,276.22076051579194
71c323,TWB672,Republic of Korea,1767007081.0,1767007083,126.4507,37.4269,60.96,False,67.22,324.97,-3.9,,152.4,2647,False,0,105.8428683283389
06a069,QTR36A,Qatar,1767007113.0,1767007113,12.6639,41.7527,9753.6,False,255.28,312.3,0.0,,9860.28,,False,0,259.5215569579995
4405b6,EJU71JP,Austria,1767007114.0,1767007114,8.846,45.3618,1363.98,False,110.23,321.63,-4.23,,1455.42,1000,False,0,148.159116424939
a50725,DAL207,United States,1767007114.0,1767007114,-0.8952,46.6626,10972.8,False,264.11,303.32,0.0,,11033.76,4037,False,0,290.5584795170975
a91e6e,NKS1450,United States,1767007114.0,1767007114,-78.1924,42.3346,10370.82,False,178.96,288.96,-0.33,,10287.0,3340,False,0,224.5946097692292
06a064,VOZ008,Qatar,1767007114.0,1767007114,137.8568,-34.5764,11277.6,False,292.22,124.17,0.0,,11757.66,,False,0,333.6392415384049
06a061,QTR97G,Qatar,1767006960.0,1767006960,24.0094,34.338,10972.8,False,205.98,289.25,0.0,,11087.1,,False,0,258.1251152852346
39ceb4,TVF61KE,France,1767007114.0,1767007114,3.6904,47.3595,6705.6,False,210.57,338.95,0.0,,6850.38,1000,False,0,238.97909774972214
3c56ee,EWG65T,Germany,1767007113.0,1767007113,13.4308,52.3294,655.32,False,93.95,227.66,5.2,,708.66,1121,False,0,98.22642735482926
3c56ed,EWG8G,Germany,1767007113.0,1767007114,13.3018,51.6029,10919.46,False,264.95,142.57,4.88,,10858.5,1124,False,0,289.86347712940193
e49aaa,TAM3148,Brazil,1767007028.0,1767007029,-48.2489,-25.8316,11574.78,False,234.73,212.92,-0.33,,12313.92,,False,0,300.3754040866859
39ceb9,TVF93VT,France,1767007114.0,1767007114,-3.3586,41.4175,11582.4,False,235.04,30.66,-0.33,,11559.54,6407,False,0,288.93334115180016
e49aae,PSNJR,Brazil,1767006809.0,1767006809,-45.1869,-23.4533,6865.62,False,255.72,65.14,-11.38,,7360.92,,False,0,211.55856439096522
4d234b,RYR47CQ,Malta,1767007114.0,1767007114,0.7905,52.0187,2827.02,False,139.95,271.05,-3.9,,2971.8,3114,False,0,127.26812519811214
800b52,LLR508,India,1767007113.0,1767007114,76.462,10.4665,3086.1,False,92.5,25.71,3.9,,3223.26,,False,0,147.0707996958163
39ceb0,TVF6307,France,1767007114.0,1767007114,4.4663,45.8064,10972.8,False,234.69,353.2,0.0,,11064.24,1000,False,0,275.344668221969
4cacdf,RYR5072,Ireland,1767007114.0,1767007114,-1.5811,42.9092,11277.6,False,222.24,206.68,0.0,,11262.36,7163,False,0,263.2689739445716
3c56f5,EWG3EP,Germany,1767007113.0,1767007113,-16.3799,32.8416,4754.88,False,188.71,41.91,11.38,,4953.0,,False,0,166.71351969485053
4d2350,RYR62FA,Malta,1767007114.0,1767007114,8.826,44.3411,7924.8,False,203.32,56.35,0.0,,8061.96,0005,False,0,210.68487357448305
4d2352,CXI65RT,Malta,1767007113.0,1767007114,31.0928,31.806,11277.6,False,239.77,174.58,0.0,,11407.14,1676,False,0,243.52042720076102
7448a5,RJA155,Jordan,1767007069.0,1767007086,19.1637,39.9647,11582.4,False,218.24,306.28,0.0,,11635.74,5603,False,0,273.4517856259693
7448a3,RJA432,Jordan,1767007102.0,1767007111,36.5058,33.6604,9448.8,False,226.16,186.27,0.33,,9441.18,,False,0,245.52304838837907
7448a2,RJA653,Jordan,1767007112.0,1767007113,51.0526,26.0931,5821.68,False,173.72,297.32,5.2,,5935.98,2105,False,0,176.88804218029372
3c56ea,EWG81PK,Germany,1767007113.0,1767007113,11.7607,51.1497,9166.86,False,234.21,206.62,4.88,,9212.58,1000,False,0,257.86833149664096
4d2369,RYR7117,Malta,1767007113.0,1767007113,22.0034,46.2383,11582.4,False,194.41,296.9,0.0,,11468.1,2664,False,0,269.16541261705476
00aee9,ZSRTG,South Africa,1767007112.0,1767007112,18.7501,-34.0594,335.28,False,53.35,83.35,0.98,,365.76,,False,0,122.19655864419889
4d2366,ANE76YM,Malta,1767007113.0,1767007114,-3.3484,40.5914,3756.66,False,104.02,186.25,4.55,,3840.48,5061,False,0,110.17713160873572
47a31a,NOZ81R,Norway,1767007113.0,1767007113,-4.2515,37.2682,5593.08,False,206.81,29.18,12.35,,5669.28,4506,False,0,233.28542086601044
a3514f,JBU492,United States,1767007049.0,1767007113,-104.7105,36.5116,9448.8,False,290.37,81.34,0.0,,9624.06,7367,False,0,310.8876312203015
39ceab,TVF18MY,France,1767007113.0,1767007113,2.5363,48.7431,1325.88,False,116.27,89.75,13.0,,1417.32,3337,False,0,106.72634521246597
39ceac,TVF14KZ,France,1767007114.0,1767007114,4.5437,45.3545,11582.4,False,236.35,353.0,0.0,,11635.74,5562,False,0,288.59711909172063
a2090d,FFT3003,United States,1767007103.0,1767007105,-71.6347,22.5303,10363.2,False,220.59,317.08,0.0,,10820.4,,False,0,259.3463350132477
39ceae,TVF32EX,France,1767007113.0,1767007114,-7.1789,43.6024,9753.6,False,220.41,41.88,0.0,,9730.74,,False,0,261.2261716083747
4d234d,RYR5DX,Malta,1767007113.0,1767007113,15.4858,44.0198,10972.8,False,218.63,13.06,0.0,,11049.0,1000,False,0,299.987620268091
e4a40d,PSGBN,Brazil,1767007113.0,1767007113,-40.3254,-22.5347,1104.9,False,72.24,284.43,0.33,,1143.0,,False,0,109.66212465262628
4d234e,RYR792M,Malta,1767007114.0,1767007114,9.7502,44.4525,11277.6,False,222.6,149.29,0.0,,11353.8,0525,False,0,285.0101674646689
4d2361,VJT607,Malta,1767007113.0,1767007114,7.7697,51.7015,10668.0,False,227.26,100.04,0.0,,10690.86,3403,False,0,261.9324136009071
4d2362,MLM005,Malta,1767007023.0,1767007026,52.8356,29.1708,12192.0,False,189.52,329.68,0.0,,12573.0,6214,False,0,240.8088667015133
a661c7,DAL388,United States,1767007113.0,1767007113,135.1044,33.5135,10668.0,False,315.6,83.07,0.0,,10736.58,4431,False,0,310.9964357891918
c82afb,ANZ176,New Zealand,1767007113.0,1767007114,117.9858,-32.5954,10668.0,False,242.04,115.97,0.0,,11041.38,1465,False,0,305.56596309727826
ad6ff2,AAL1267,United States,1767007114.0,1767007114,-88.5855,39.3511,10972.8,False,179.82,230.57,0.0,,10828.02,7023,False,0,217.64684286820705
4d2336,EWG62H,Malta,1767007113.0,1767007114,12.6006,45.9259,10668.0,False,235.31,143.36,0.0,,10767.06,0634,False,0,254.2238126364661
4cacbd,SAS764,Ireland,1767007113.0,1767007114,12.8736,55.3703,1600.2,False,129.69,271.59,-6.5,,1584.96,6130,False,0,133.21995472468137
a24493,SWA1845,United States,1767007113.0,1767007114,-77.675,42.1081,7010.4,False,174.3,174.07,0.0,,6918.96,4171,False,0,186.64650430305477
3985a0,DAH1003,France,1767007114.0,1767007114,2.8177,44.876,10668.0,False,205.55,176.99,0.0,,10744.2,7674,False,0,244.36653105769574
4d231c,RAM653D,Malta,1767007114.0,1767007114,0.7966,48.6716,7947.66,False,236.71,257.96,6.18,,8084.82,7622,False,0,240.7312283654365
ab7376,DAL36,United States,1767007113.0,1767007114,-8.7919,54.1415,11277.6,False,237.43,105.84,0.0,,11315.7,7650,False,0,254.55965191619703
8468ee,ANA38,Japan,1767007114.0,1767007114,139.987,35.2818,1379.22,False,132.72,330.26,-8.78,,1447.8,2450,False,0,111.35556307567262
3985a6,AFR26NR,France,1767007113.0,1767007114,2.2968,48.7128,114.3,False,68.12,62.08,-3.58,,251.46,1000,False,0,100.64315833574618
4cace0,RYR80FB,Ireland,1767007114.0,1767007114,5.0367,42.0979,11582.4,False,226.65,29.36,0.0,,11574.78,5337,False,0,252.92540435538075
39cea1,,France,1767007113.0,1767007113,2.4114,48.7289,251.46,False,84.97,75.63,14.31,,373.38,7625,False,0,64.26135731010325
4d2349,RYR42ZU,Malta,1767007114.0,1767007114,1.1667,40.9431,4549.14,False,154.16,101.16,-7.8,,4632.96,3363,False,0,160.80910040932213
39cea3,TVF12ZR,France,1767007114.0,1767007114,4.456,42.821,7886.7,False,199.42,209.01,8.13,,7947.66,6763,False,0,243.8257100501969
39cea7,TVF4338,France,1767007114.0,1767007114,7.7342,45.7921,10668.0,False,223.02,124.09,0.0,,10767.06,0666,False,0,265.2421638400622
a301d8,ENY4203,United States,1767007114.0,1767007114,-88.5749,37.1549,8534.4,False,163.2,232.3,-0.33,,8564.88,,False,0,207.95717843768762
ab6c94,SCX988,United States,1767007114.0,1767007114,-95.5682,44.4751,10073.64,False,216.9,93.13,-5.53,,9799.32,,False,0,257.33037595031215
acdc40,DAL888,United States,1767007113.0,1767007113,-88.0259,34.7266,10668.0,False,293.71,100.7,0.0,,10919.46,3532,False,0,271.13545134280696
4d232c,,Malta,1767007112.0,1767007112,57.3504,24.4898,8221.98,False,178.95,288.43,-5.2,,8549.64,,False,0,234.86551307550064
a6aaba,DAL1840,United States,1767007113.0,1767007114,-73.6023,40.8162,1036.32,False,98.01,243.84,0.0,,883.92,,False,0,115.51290062807288
4d2340,EWG59FG,Malta,1767007113.0,1767007113,1.9589,49.389,10980.42,False,242.99,31.67,0.0,,11071.86,3372,False,0,274.0274305180856
40108e,GNESH,United Kingdom,1767007113.0,1767007113,-0.2429,53.9464,91.44,False,52.54,272.81,0.33,,251.46,,False,0,98.90309023592833
47c968,IGO0001,Norway,1767006667.0,1767006854,72.1879,19.2728,3832.86,False,210.03,289.01,6.83,,4069.08,,False,0,173.1558780209392
e49af0,PROOG,Brazil,1767007113.0,1767007114,-40.2826,-20.3918,327.66,False,52.55,336.95,0.33,,312.42,,False,0,101.9573798650714
4d237f,LXM789,Malta,1767007113.0,1767007113,6.6105,42.5199,11254.74,False,218.34,203.91,8.45,,11277.6,6766,False,0,275.03587331190505
e49af4,AZU4651,Brazil,1767007113.0,1767007113,-40.4883,-3.3717,11117.58,False,237.3,101.5,-17.23,,11818.62,,False,0,280.10514820243657
4022af,GPLAN,United Kingdom,1767007112.0,1767007112,-1.5924,54.9999,426.72,False,52.58,210.58,-1.63,,601.98,,False,0,81.91232729263376
406b49,VIR20V,United Kingdom,1767007113.0,1767007113,-1.0418,51.9721,4373.88,False,193.87,128.97,-8.78,,4549.14,5150,False,0,190.28110468378117
880c4d,AIQ638,Thailand,1767007114.0,1767007114,100.5364,13.8548,1059.18,False,99.95,255.39,5.53,,1089.66,,False,0,135.27725792835435
880c4b,AIQ253,Thailand,1767007112.0,1767007113,99.0731,15.0483,10294.62,False,220.21,313.01,5.2,,10934.7,6147,False,0,247.91841745057974
71c396,ABL727,Republic of Korea,1767007067.0,1767007068,117.33,21.165,10363.2,False,207.85,269.29,0.0,,11003.28,,False,0,248.70741521706805
407e71,EXS52P,United Kingdom,1767007113.0,1767007113,0.8101,41.5007,10972.8,False,226.27,16.37,0.0,,10927.08,5374,False,0,293.1318578414496
71c393,KAL031,Republic of Korea,1767007113.0,1767007114,-117.1134,51.2663,11887.2,False,278.65,135.45,-0.33,,11993.88,,False,0,297.35310129632285
aa9b20,SWA4447,United States,1767007114.0,1767007114,-83.8543,27.5885,9707.88,False,232.92,263.66,9.43,,10149.84,7467,False,0,285.9690615466318
71c394,ABL601,Republic of Korea,1767007107.0,1767007108,122.3389,15.608,10668.0,False,230.52,201.47,0.0,,11422.38,,False,0,313.47251966017416
e49afe,PPMEK,Brazil,1767007114.0,1767007114,-47.0535,-23.9147,2743.2,False,115.99,298.04,0.0,,2887.98,,False,0,128.83889946116733
86835a,ANA670,Japan,1767007112.0,1767007113,133.4507,33.7596,11879.58,False,325.2,74.12,0.0,,11971.02,,False,0,345.9374465315061
440689,OEGHB,Austria,1767007113.0,1767007114,-2.9612,39.4346,12192.0,False,218.59,27.47,0.0,,12161.52,4543,False,0,257.8363543732029
440687,PJV650,Austria,1767007113.0,1767007113,4.5415,50.1466,11277.6,False,239.24,118.93,0.0,,11369.04,2706,False,0,298.4050659613562
4d239b,CXI5V,Malta,1767007114.0,1767007114,30.4301,33.8074,11887.2,False,262.41,148.3,0.33,,11932.92,2567,False,0,304.5226797197353
a58a29,UAL780,United States,1767007113.0,1767007113,-95.5319,30.1459,2994.66,False,159.99,140.22,-6.5,,3131.82,6601,False,0,170.7739656432043
4d239c,CXI68JV,Malta,1767006883.0,1767006883,-9.4494,35.8761,11277.6,False,230.3,206.39,0.0,,11437.62,3740,False,0,266.6147585592921
71c387,APZ111,Republic of Korea,1767007113.0,1767007114,138.4213,36.2257,10668.0,False,310.75,97.42,0.65,,10622.28,4341,False,0,278.3761316886565
407e68,EXS82JE,United Kingdom,1767007113.0,1767007114,-6.3458,45.5543,10668.0,False,220.52,209.79,0.0,,10652.76,7572,False,0,276.8526412949901
aa0533,ABX5130,United States,1767007113.0,1767007113,-85.683,39.3834,8115.3,False,165.12,302.4,8.13,,7909.56,,False,0,170.3875369504109
407e69,EXS69MQ,United Kingdom,1767007113.0,1767007113,-3.5225,49.8653,10668.0,False,205.39,182.01,0.0,,10751.82,0543,False,0,253.86619015514927
71c385,EOK323,Republic of Korea,1767007112.0,1767007114,136.0557,35.8535,10980.42,False,168.79,271.4,0.0,,10919.46,7065,False,0,262.41323732839936
407e63,EZY48JH,United Kingdom,1767007102.0,1767007103,19.9014,39.574,10972.8,False,214.27,314.32,0.0,,11041.38,2003,False,0,271.3867547174607
407e60,EZY19WJ,United Kingdom,1767007113.0,1767007114,-0.2329,51.1423,53.34,False,64.78,77.62,-3.58,,220.98,5720,False,0,123.56665289579625
407e61,EZY6464,United Kingdom,1767007113.0,1767007113,0.8034,50.6691,4739.64,False,172.15,316.82,-9.1,,4922.52,6756,False,0,205.80238305163545
71c383,AAR501,Republic of Korea,1767007113.0,1767007113,41.4858,40.9442,12192.0,False,224.04,272.76,-0.65,,11811.0,3035,False,0,267.0520322334885
4d236b,RYR7604,Malta,1767005864.0,1767007110,17.6411,54.3352,11582.4,False,545.27,337.18,0.0,,11330.94,4251,False,0,436.49066759702873
a62778,GTI55D,United States,1767007113.0,1767007114,-46.7463,-23.1703,4465.32,False,183.26,321.04,-10.4,,4739.64,,False,0,188.07898594911128
407e56,HGO446,United Kingdom,1767007111.0,1767007112,29.0097,43.4409,11887.2,False,289.47,120.67,0.0,,11582.4,4745,False,0,278.9154647330775
46dca2,SEH925,Greece,1767007114.0,1767007114,19.1234,39.7455,11887.2,False,232.16,125.8,-0.33,,11940.54,0435,False,0,266.677421670313
407e53,EXS52GH,United Kingdom,1767007113.0,1767007113,-4.2161,48.8238,10668.0,False,210.3,205.81,0.0,,10751.82,5265,False,0,251.45298186040282
407e54,EXS38YD,United Kingdom,1767007113.0,1767007114,-6.5839,53.118,10965.18,False,202.53,209.69,0.0,,11041.38,7752,False,0,220.95438994288122
ad0375,LRC664,United States,1767007114.0,1767007114,-74.929,38.9575,9052.56,False,265.17,36.0,-7.8,,9212.58,4702,False,0,275.66066936503285
4d2374,VJT407,Malta,1767007113.0,1767007114,13.858,40.8947,4160.52,False,173.63,80.62,-2.6,,4282.44,1000,False,0,174.65796310693918
a71a0b,GJS4618,United States,1767007110.0,1767007110,-79.8229,36.0201,2339.34,False,168.49,46.61,15.93,,2286.0,,False,0,123.64712197376853
406b21,BAW3G,United Kingdom,1767007104.0,1767007104,-14.219,50.0545,10972.8,False,248.22,264.17,0.0,,10934.7,6217,False,0,291.54125730554665
800b6a,VTUPK,India,1767007113.0,1767007113,81.216,26.8396,396.24,False,61.73,270.0,-0.65,,365.76,,False,0,98.84005489381919
4d2387,RYR35BW,Malta,1767007113.0,1767007113,-0.1985,39.3106,1684.02,False,113.81,328.68,-5.53,,1798.32,4416,False,0,129.42888957729778
e4a437,PSTPI,Brazil,1767006911.0,1767006911,-46.6491,-23.6374,807.72,False,69.36,327.72,-4.23,,838.2,,False,0,86.58063649582061
4bd04d,TCTBM,Turkey,1767006758.0,1767006809,27.5789,37.252,1958.34,False,49.05,285.2,-4.23,,1981.2,,False,0,106.1658430350371
407e3f,URO600,United Kingdom,1767007113.0,1767007113,27.8564,44.0222,11887.2,False,279.6,121.38,-0.33,,11635.74,3414,False,0,319.7618072095338
86837c,ANA77,Japan,1767007113.0,1767007113,139.7843,35.5873,541.02,False,95.26,25.6,11.05,,563.88,,False,0,109.41687139439377
3c56f0,EWG3MY,Germany,1767007114.0,1767007114,23.4081,58.8885,11894.82,False,241.25,48.46,-0.33,,11239.5,3753,False,0,266.5277549913048
800b80,SEJ160,India,1767007061.0,1767007074,75.4008,29.3481,9753.6,False,204.56,347.36,-0.33,,9989.82,3347,False,0,257.7102153102236
3c56f4,EWG7CK,Germany,1767007114.0,1767007114,3.7174,49.5894,10675.62,False,220.44,225.0,-0.33,,10774.68,1113,False,0,291.8764130165096
781934,CSN303,China,1767007114.0,1767007114,89.7461,54.4201,10972.8,False,224.6,304.45,-0.33,,10515.6,,False,0,255.52341882776543
3c56f2,EWG7A,Germany,1767007113.0,1767007113,6.6404,50.845,3314.7,False,155.57,246.83,5.2,,3429.0,4101,False,0,204.0337867826486
3c56f1,EWG44CM,Germany,1767007113.0,1767007113,18.3847,46.5208,11887.2,False,251.14,147.12,0.33,,11849.1,7622,False,0,283.54838132029226
407e45,EXS8VC,United Kingdom,1767007114.0,1767007114,-8.9539,51.2708,10355.58,False,204.46,220.1,0.0,,10424.16,4236,False,0,257.11974026680275
407e46,EXS339E,United Kingdom,1767007113.0,1767007113,-16.6023,32.8451,944.88,False,96.08,223.26,-3.58,,1059.18,,False,0,95.18208807987327
4d2383,RYR72NH,Malta,1767007113.0,1767007113,-0.3303,38.7727,3208.02,False,188.29,180.0,-4.23,,3307.08,2055,False,0,181.68121671840518
4d2385,RYR83DD,Malta,1767007114.0,1767007114,-5.3577,38.4837,7993.38,False,211.85,17.38,9.43,,8023.86,4601,False,0,201.31916614729454
4d2382,RYR73WJ,Malta,1767007113.0,1767007114,-0.2452,52.0065,11574.78,False,220.96,302.06,-1.63,,11643.36,3117,False,0,265.9927640236656
348412,AEA58SL,Spain,1767007114.0,1767007114,3.8901,42.3027,11285.22,False,234.08,227.23,0.0,,11285.22,1000,False,0,258.0497759930287
8681a8,SKY727,Japan,1767007114.0,1767007114,141.3868,41.7076,5181.6,False,208.74,13.83,0.0,,5021.58,,False,0,207.29256695784582
0d0ecf,VIV187,Mexico,1767007113.0,1767007113,-97.7219,24.2231,10972.8,False,239.99,195.29,0.0,,11536.68,6516,False,0,305.25074751017814
a44964,UAL2102,United States,1767007114.0,1767007114,-87.6527,41.9659,1409.7,False,94.14,270.0,-5.85,,1226.82,6432,False,0,122.25832374229103
84b7fa,ANA617,Japan,1767007114.0,1767007114,136.7976,34.4082,7932.42,False,208.03,236.7,0.0,,7970.52,4611,False,0,186.28701278282213
44064a,EJU13RG,Austria,1767007113.0,1767007114,4.3702,45.4146,10050.78,False,213.96,240.78,0.0,,10149.84,5776,False,0,299.31979305855765
04c237,JMA8693,Kenya,1767006823.0,1767006833,36.838,-1.384,2110.74,False,67.95,57.99,-0.98,,2194.56,5416,False,0,111.82619881241736
862d50,JAL639,Japan,1767007113.0,1767007114,134.7375,34.8023,8534.4,False,202.82,253.5,0.0,,8526.78,2433,False,0,221.14781719014
3e369f,DGJ567,Germany,1767007113.0,1767007114,6.4161,46.3793,12192.0,False,212.12,349.94,0.0,,12252.96,5365,False,0,281.7321583798188
a506d1,AAL1608,United States,1767007114.0,1767007114,-78.4851,38.5583,6096.0,False,238.2,78.67,-10.08,,6141.72,2611,False,0,234.04099645005385
0d0eec,XAJNR,Mexico,1767007114.0,1767007114,-99.2053,19.096,8267.7,False,178.6,28.19,5.2,,8732.52,,False,0,213.28822566096872
4d228b,RYR19NB,Malta,1767007114.0,1767007114,12.9893,41.6358,11277.6,False,218.89,149.34,0.0,,11346.18,6436,False,0,276.8651333468415
a6893e,DAL473,United States,1767007113.0,1767007113,-84.6341,43.1412,10668.0,False,270.11,90.87,0.0,,10340.34,3540,False,0,276.3089542475938
a04c67,CSB7504,United States,1767007114.0,1767007114,-87.7415,41.5419,5768.34,False,220.63,153.26,13.33,,5417.82,,False,0,206.40596014619956
a54312,RPA4531,United States,1767007114.0,1767007114,-80.1964,40.2783,3947.16,False,136.52,183.02,11.7,,3810.0,4160,False,0,142.63441728489832
3c08c9,VJH992,Germany,1767007064.0,1767007067,-0.7982,51.2685,15.24,False,58.47,61.63,-4.55,,190.5,1357,False,0,52.48657420520695
8681b2,SKY116,Japan,1767007114.0,1767007114,137.6661,34.7498,8229.6,False,255.15,98.11,0.0,,8206.74,2364,False,0,262.55912940430767
440666,AUA402,Austria,1767007114.0,1767007114,16.7065,47.814,1821.18,False,105.68,345.63,-7.15,,1882.14,1000,False,0,133.36738873032675
8681b3,SKY521,Japan,1767007057.0,1767007057,128.688,27.5631,9144.0,False,187.0,230.13,0.0,,9486.9,,False,0,248.66667192152744
8681b9,SKY027,Japan,1767007114.0,1767007114,139.9106,35.4504,2522.22,False,108.55,219.42,17.56,,2514.6,,False,0,145.81950505270467
8681b7,SKY157,Japan,1767007113.0,1767007114,137.3466,35.738,12192.0,False,170.1,241.65,0.0,,12138.66,0453,False,0,262.92340420029734
a4491d,UAL1796,United States,1767007114.0,1767007114,-82.5851,28.5284,4869.18,False,187.3,358.74,10.08,,5059.68,,True,0,183.59229003566193
a4491c,UAL284,United States,1767007114.0,1767007114,-88.5972,38.0974,10668.0,False,305.68,85.08,0.0,,10645.14,7215,False,0,326.08467728862377
a4dfe2,00000000,United States,1767007114.0,1767007114,-77.5801,35.0538,6835.14,False,197.89,194.14,10.4,,7025.64,,False,0,192.05104920316128
8681ad,SKY147,Japan,1767007114.0,1767007114,132.0109,34.0972,7315.2,False,196.26,253.08,0.0,,7353.3,,False,0,203.6495723497504
a16c3a,DAL991,United States,1767007114.0,1767007114,-92.967,39.5297,11277.6,False,281.12,81.9,0.0,,11109.96,7354,True,0,282.37559857153514
86ddd4,JAL139,Japan,1767007113.0,1767007114,136.2524,34.4862,3832.86,False,127.71,235.67,-1.63,,3886.2,2270,False,0,174.3181211827862
8681ab,SKY308,Japan,1767007112.0,1767007113,133.1107,32.4261,11026.14,False,294.49,63.88,5.53,,11170.92,,False,0,327.80997028280154
47a1ef,NOZ532,Norway,1767007111.0,1767007113,7.4096,59.3309,6903.72,False,192.45,234.36,-12.35,,6728.46,0271,False,0,223.2557047408999
8681ac,SKY137,Japan,1767007112.0,1767007112,133.7602,33.6184,8534.4,False,199.85,227.19,0.33,,8595.36,,False,0,257.31719730423595
ac9f39,N912MN,United States,1767007113.0,1767007113,-97.0745,43.6376,2286.0,False,107.05,281.36,0.0,,2232.66,,False,0,108.26594435176024
4cad28,RYR96SU,Ireland,1767007113.0,1767007114,11.8912,46.3665,11277.6,False,237.77,137.54,0.0,,11361.42,1000,False,0,289.47110239721957
4cad29,RYR739W,Ireland,1767007113.0,1767007114,1.0243,43.9609,11277.6,False,239.45,239.25,0.0,,11300.46,5731,False,0,280.2261114323367
3d1695,DEGUN,Germany,1767007114.0,1767007114,10.9221,49.0394,944.88,False,57.17,15.66,-0.33,,1036.32,,False,0,105.8858420776983
a35cfe,NAC701,United States,1767007114.0,1767007114,-125.3086,48.7762,10363.2,False,213.94,316.17,0.0,,10599.42,6612,False,0,260.65971534895607
4cad0f,RYR3262,Ireland,1767007113.0,1767007113,-5.4366,47.8154,12192.0,False,240.85,344.9,0.0,,12207.24,4501,False,0,284.7985422317984
abe959,FDX6083,United States,1767007114.0,1767007114,7.816,49.9679,10363.2,False,234.67,258.49,0.0,,10447.02,1000,False,0,282.62337037121983
440609,AUA45M,Austria,1767007114.0,1767007114,-0.7972,39.301,10660.38,False,236.03,232.71,0.33,,10614.66,4004,False,0,291.6849833438247
398600,AFR26KB,France,1767007113.0,1767007114,2.2522,48.3951,7284.72,False,206.12,193.86,8.78,,7459.98,1000,False,0,214.29289610306398
440608,AUA977,Austria,1767007113.0,1767007114,14.4865,50.7402,10972.8,False,188.01,338.49,0.0,,10911.84,4510,False,0,251.9018865729525
398601,AFR24DV,France,1767007113.0,1767007113,-0.1398,45.9578,10363.2,False,243.28,19.78,0.33,,10416.54,1000,False,0,254.63658732716692
7805dc,CKK251,China,1767006936.0,1767006991,30.0368,31.1641,9761.22,False,221.8,328.85,0.0,,9867.9,4263,False,0,209.61777965014122
440604,AUA431,Austria,1767007114.0,1767007114,0.4888,39.9828,5318.76,False,166.38,216.2,-6.5,,5410.2,1000,False,0,191.30119262827458
a924fc,DAL1974,United States,1767007112.0,1767007114,-99.2512,23.7083,11277.6,False,262.91,126.09,0.0,,11856.72,,False,0,312.20030712509265
