icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,price
39de4f,TVF65XH,France,1767007114.0,1767007114,-2.5005,42.3293,11567.16,False,229.84,26.45,0.0,,11559.54,1406,False,0,290.44968306022463
39de4e,TVF83GT,France,1767007113.0,1767007114,1.9278,48.5802,1592.58,False,127.27,56.37,-2.93,,1699.26,5564,False,0,127.8623139765763
80162c,AXB1523,India,1767007114.0,1767007114,91.0497,23.3937,4152.9,False,174.78,73.06,-6.83,,4282.44,1377,False,0,193.16817076201383
e8027d,LPE2405,Chile,1767007114.0,1767007114,-47.2253,-23.5765,10363.2,False,227.77,296.28,0.33,,11041.38,,False,0,304.75939712816046
7c6b2f,JST538,Australia,1767007114.0,1767007114,148.4577,-35.3306,10668.0,False,257.64,52.63,0.33,,11102.34,4263,False,0,285.16033250553323
39de4b,TVF4315,France,1767007113.0,1767007113,12.3725,55.2759,5585.46,False,183.71,219.89,12.35,,5486.4,0762,False,0,192.03626086101642
408124,EXS631,United Kingdom,1767007114.0,1767007114,-2.3903,49.9706,10668.0,False,211.92,212.61,0.0,,10744.2,0517,False,0,294.98625631014784
408121,VIR130C,United Kingdom,1767007114.0,1767007114,-1.9416,52.6824,8846.82,False,228.81,147.95,-10.4,,8991.6,5162,False,0,269.66969458305823
39de4d,TVF59LN,France,1767007114.0,1767007114,21.4324,39.434,11582.4,False,207.47,311.08,0.0,,11635.74,5537,False,0,260.70291228130094
39de4c,TVF55NZ,France,1767007114.0,1767007114,-3.2476,40.8479,11590.02,False,230.14,8.87,0.33,,11574.78,6466,False,0,291.66900087171933
7c6b2b,JST797,Australia,1767007113.0,1767007114,153.3553,-27.0789,5151.12,False,187.84,181.57,8.13,,5394.96,,False,0,188.60124614375079
88044d,AIQ607,Thailand,1767007114.0,1767007114,101.3128,13.2447,7528.56,False,210.38,290.92,-12.03,,8054.34,,False,0,226.41880492859488
7c6b41,JST758,Australia,1767007113.0,1767007113,153.1684,-27.3172,365.76,False,69.82,219.32,-3.25,,396.24,1516,False,0,93.71164543132068
801640,AIC2356,India,1767007114.0,1767007114,86.9866,22.6351,10035.54,False,189.64,307.62,4.55,,10431.78,0715,False,0,210.87219510684403
880459,AIQ5422,Thailand,1767006835.0,1767006835,99.771,16.764,9479.28,False,238.22,169.3,3.9,,10073.64,4567,False,0,235.34804334973936
a5953a,TRF559,United States,1767006960.0,1767006960,-95.4883,31.9028,906.78,False,66.22,136.26,-0.33,,975.36,,False,0,81.61784941518056
440da5,EJU91CH,Austria,1767007113.0,1767007113,-6.097,43.1592,10660.38,False,222.78,211.3,0.0,,10652.76,3502,False,0,247.66097759331151
880454,AIQ519,Thailand,1767007113.0,1767007113,114.3334,22.3861,1356.36,False,99.29,286.56,0.0,,1417.32,,False,0,120.10314665190548
39de51,TVF48SQ,France,1767007114.0,1767007114,2.2086,48.6815,525.78,False,66.31,61.25,-3.58,,655.32,1000,False,0,71.54771848957579
39de50,TVF43PZ,France,1767007114.0,1767007114,15.1494,57.7976,11582.4,False,236.77,216.07,0.33,,11140.44,0740,False,0,251.54332597329417
39de53,TVF46UG,France,1767007113.0,1767007113,-3.2871,45.0179,11330.94,False,233.12,31.83,-2.6,,11338.56,2263,False,0,309.2585753784311
880458,AIQ3420,Thailand,1767007113.0,1767007114,99.451,17.8442,8176.26,False,208.9,162.37,6.83,,8663.94,,False,0,236.5738739902693
39de55,TVF20GR,France,1767007114.0,1767007114,-1.9175,47.1152,11285.22,False,220.13,220.17,0.33,,11338.56,1000,False,0,274.8011640937585
880456,AIQ3226,Thailand,1767006833.0,1767006833,99.8242,10.7072,10668.0,False,236.88,15.36,6.5,,11209.02,,False,0,252.0352362757309
7c35f2,KXW,Australia,1767007114.0,1767007114,115.8142,-32.4053,1333.5,False,47.67,186.82,0.33,,1386.84,1200,False,0,76.81574550949635
4b1803,SWR731C,Switzerland,1767007113.0,1767007113,8.4593,47.5382,845.82,False,84.82,137.21,-5.2,,952.5,1115,False,0,104.15345179419732
4b1805,SWR8GL,Switzerland,1767007114.0,1767007114,17.6514,45.1658,11277.6,False,239.51,117.23,0.0,,11308.08,3030,False,0,259.81592845155393
801648,IGO1822,India,1767007113.0,1767007113,72.9174,18.9178,3268.98,False,136.94,87.85,-3.25,,3360.42,2366,False,0,159.58816036691343
7c6b1c,JST802,Australia,1767007114.0,1767007114,138.8514,-34.7891,1455.42,False,147.15,269.0,-2.6,,1531.62,,False,0,126.8784262016239
408111,LOG95VL,United Kingdom,1767007113.0,1767007113,-1.9812,54.5629,5181.6,False,145.28,191.23,0.0,,5326.38,7665,False,0,170.06992500413446
7c6b31,JST861,Australia,1767007114.0,1767007114,138.0357,-34.7469,4747.26,False,219.79,88.12,-10.73,,4998.72,,False,0,197.84806775541205
c07d11,CGVJK,Canada,1767007113.0,1767007114,-114.3788,51.0924,1181.1,False,30.87,0.95,-2.28,,1242.06,0436,False,0,114.90116369017876
00b22d,SAA551,South Africa,1767007113.0,1767007114,29.0313,-27.4373,9685.02,False,238.41,154.71,8.78,,10309.86,,False,0,272.03365550524126
880441,AIQ3094,Thailand,1767007114.0,1767007114,100.2919,13.5986,5120.64,False,187.29,346.5,-8.78,,5425.44,,False,0,176.74518142088198
7c6b37,JST133,Australia,1767007113.0,1767007113,174.7671,-37.0174,167.64,False,69.8,70.63,-3.25,,53.34,,False,0,101.88429824206378
7c6b36,JST213,Australia,1767007113.0,1767007114,173.6404,-37.1372,4914.9,False,179.01,85.71,-10.73,,4975.86,,False,0,164.84672700057956
7c6b35,JST475,Australia,1767007114.0,1767007114,144.8062,-37.4949,1036.32,False,103.82,174.88,-6.5,,1112.52,1067,False,0,117.21247190009511
880444,AIQ3432,Thailand,1767007113.0,1767007113,99.3522,18.1393,7109.46,False,208.9,162.37,11.05,,7498.08,,False,0,190.23739752240448
801616,IGO63P,India,1767007114.0,1767007114,86.7233,22.5142,10812.78,False,187.05,275.37,4.23,,11262.36,4714,False,0,229.58487902203137
7c6b0f,JST451,Australia,1767007114.0,1767007114,152.4391,-29.2202,8740.14,False,213.28,219.91,4.55,,9136.38,,False,0,251.94102471738245
7c6b0d,JST783,Australia,1767007113.0,1767007114,138.524,-34.9536,91.44,False,85.01,231.88,12.68,,45.72,,False,0,107.73153159990821
aa9300,UAL930,United States,1767007114.0,1767007114,-4.9775,54.2796,11887.2,False,241.93,135.78,0.0,,11910.06,7327,True,0,293.4929656237994
801618,SDG334,India,1767007114.0,1767007114,72.98,19.0902,579.12,False,69.97,269.58,-3.9,,533.4,0723,False,0,88.00603435223519
801619,IGO394,India,1767007113.0,1767007113,85.6782,23.3307,10972.8,False,184.23,281.44,0.0,,11422.38,2641,False,0,250.3167260882142
ac96be,AAL1834,United States,1767007114.0,1767007114,-89.3386,29.3603,10980.42,False,206.57,310.35,0.0,,11437.62,0772,False,0,238.09076019265146
a1befc,UAL1731,United States,1767006954.0,1767006958,-117.9403,37.9719,11887.2,False,231.15,73.58,0.0,,12077.7,,False,0,271.9551158321058
4952d0,TAP1923,Portugal,1767007040.0,1767007114,-9.2154,38.6321,632.46,False,75.66,22.38,-3.9,,739.14,2223,False,0,86.00862458080425
801621,IGO5936,India,1767007114.0,1767007114,81.4585,19.5656,10972.8,False,223.84,219.03,0.0,,11536.68,,False,0,298.42924452437836
7c6b28,JST574,Australia,1767007114.0,1767007114,148.4701,-33.7902,11277.6,False,276.72,37.98,0.0,,11788.14,1501,False,0,313.11376579136925
80160f,IGO143J,India,1767007104.0,1767007106,77.8826,13.4333,4792.98,False,190.11,347.66,11.05,,4960.62,,False,0,159.40039689274533
80160d,AXB2963,India,1767007110.0,1767007114,83.8677,19.9798,11574.78,False,229.04,210.65,0.0,,12169.14,2655,False,0,292.69307938789586
aaa6dd,AAL113,United States,1767007113.0,1767007113,-1.1723,42.5817,9448.8,False,264.55,299.86,0.0,,9456.42,4552,False,0,269.1375543916737
aa56b4,UAL1892,United States,1767007114.0,1767007114,-89.8861,41.062,8823.96,False,244.4,66.29,-9.43,,8496.3,3214,False,0,243.62455999388084
801627,AXB1539,India,1767007015.0,1767007018,87.436,16.8843,10972.8,False,211.98,319.43,0.0,,11590.02,,False,0,284.1237257768174
801625,AIC2853,India,1767007113.0,1767007113,74.0509,17.1234,11277.6,False,260.1,138.05,0.0,,11879.58,0262,False,0,319.46579044991904
4952c6,TAP6MS,Portugal,1767007113.0,1767007113,3.8796,51.5737,5250.18,False,162.51,24.7,-8.45,,5379.72,5247,False,0,203.67780238232396
a60566,N4873L,United States,1767007113.0,1767007114,-80.8128,28.5425,876.3,False,41.99,172.96,1.63,,906.78,,False,0,63.27844953554724
488252,SAH48P,Poland,1767007111.0,1767007114,3.3588,48.8693,10363.2,False,226.21,330.58,-0.33,,10492.74,5730,False,0,261.84815248297576
39de46,TVF68HB,France,1767007113.0,1767007113,1.6119,42.4149,9753.6,False,231.65,355.67,1.63,,9768.84,1000,False,0,270.1386686280713
a1025a,UPS914,United States,1767007114.0,1767007114,-106.2301,38.7531,9753.6,False,210.22,246.95,0.0,,9875.52,6727,False,0,273.3761025424472
801631,IGO7309,India,1767007114.0,1767007114,89.1433,22.6903,4267.2,False,118.29,244.77,0.0,,4381.5,2616,False,0,143.37651524309422
393efc,FJKZV,France,1767007113.0,1767007113,6.4646,49.5823,609.6,False,52.69,26.06,-0.98,,731.52,,False,0,79.94702046672366
801633,AKJ1491,India,1767007100.0,1767007113,72.7405,19.2844,2910.84,False,153.14,15.39,11.05,,2979.42,,False,0,134.2375005198794
7c6b17,JST448,Australia,1767007114.0,1767007114,144.8257,-37.5345,3528.06,False,191.89,36.72,11.05,,3718.56,1517,False,0,159.20646751838657
39de40,TVF38RR,France,1767007114.0,1767007114,19.9411,44.0178,11582.4,False,208.04,286.37,0.0,,11582.4,3275,False,0,286.09451644788396
80161e,AKJ1629,India,1767007112.0,1767007112,74.9834,26.2298,10058.4,False,237.53,20.67,0.33,,10355.58,,False,0,299.44560057141643
4952ac,TAP088,Portugal,1767007085.0,1767007085,-13.5991,33.4386,12192.0,False,245.0,34.39,0.0,,12435.84,,False,0,295.41819756839334
407a01,LOG82WR,United Kingdom,1767007079.0,1767007081,-2.8284,56.4518,563.88,False,65.34,270.9,-2.6,,762.0,4447,False,0,110.36065795784049
4952ae,TAP223,Portugal,1767007113.0,1767007114,-12.4495,39.5314,11094.72,False,204.75,284.11,2.28,,11201.4,3356,False,0,271.6217205009527
4b180b,SWR1ZD,Switzerland,1767007114.0,1767007114,6.1925,46.295,754.38,False,81.5,226.02,-4.88,,868.68,1000,False,0,86.53440490789752
511187,MBU5SM,Estonia,1767007114.0,1767007114,1.0994,48.3106,10668.0,False,224.76,235.26,0.0,,10751.82,6655,False,0,277.12611211016826
3c6667,DLH2AE,Germany,1767007114.0,1767007114,10.1038,53.0387,6918.96,False,223.21,187.68,7.48,,6918.96,1345,False,0,261.5553313293194
a2228b,ASA195,United States,1767007114.0,1767007114,-90.0214,34.2528,10058.4,False,274.83,120.98,0.0,,10317.48,0055,False,0,289.8732792178009
511189,MBU9AG,Estonia,1767007113.0,1767007113,10.7544,50.3024,8397.24,False,238.04,210.67,3.25,,8488.68,6673,False,0,285.1996731162801
470bea,HAENI,Hungary,1767007113.0,1767007113,21.3697,48.343,2446.02,False,43.12,342.65,0.0,,2400.3,,False,0,43.16809791820511
3c665a,VJH721,Germany,1767007113.0,1767007113,20.9414,42.4399,12192.0,False,206.51,310.55,-0.65,,12153.9,2352,False,0,291.23205008750443
801686,AXB1462,India,1767007114.0,1767007114,83.042,26.9699,10363.2,False,190.18,280.91,0.0,,10607.04,0215,False,0,252.90134136476343
51116f,MBU4ZR,Estonia,1767007113.0,1767007113,-8.6324,37.5857,11277.6,False,234.4,200.42,0.0,,11376.66,1125,False,0,274.9864529906826
4bc8c9,PGT23JG,Turkey,1767007114.0,1767007114,2.3482,51.5828,7261.86,False,193.17,289.93,-7.8,,7414.26,7547,False,0,222.56281553071005
4bc8c7,PGT824B,Turkey,1767007113.0,1767007113,28.3326,41.1698,9067.8,False,167.05,332.49,7.15,,8945.88,,False,0,183.23242170798216
e49443,AZU2658,Brazil,1767007114.0,1767007114,-46.4568,-22.6822,7322.82,False,216.59,90.54,8.78,,7780.02,,False,0,231.7017622432498
4bc8c4,PGT3BR,Turkey,1767007113.0,1767007114,14.3762,45.009,10972.8,False,225.53,274.58,0.0,,11056.62,2225,False,0,280.4734514302349
801681,AXB2893,India,1767007033.0,1767007033,81.837,19.777,11582.4,False,223.02,223.97,0.0,,12169.14,,False,0,312.7592808948303
3c6663,DLH232,Germany,1767007113.0,1767007113,12.02,44.9683,10668.0,False,234.12,169.88,0.0,,10744.2,1000,False,0,264.13659563452705
4bc8c1,PGT78NY,Turkey,1767007113.0,1767007113,28.5687,40.688,4823.46,False,161.79,311.65,10.4,,4716.78,,False,0,161.89292794213623
80167e,AIC1777,India,1767006849.0,1767006849,75.3822,25.6167,9144.0,False,224.14,202.68,0.0,,9433.56,0525,False,0,246.37045912830925
3c6678,DLH3YF,Germany,1767007113.0,1767007114,8.3668,49.9873,739.14,False,89.53,69.48,-4.55,,853.44,1000,False,0,121.6074423540415
80167b,AIC2773,India,1767007113.0,1767007113,88.2467,22.4197,1653.54,False,121.88,109.74,-2.93,,1676.4,0267,False,0,134.2790221931937
e8024e,LPE2421,Chile,1767006888.0,1767006889,-59.1711,-33.2322,10363.2,False,197.66,283.24,0.0,,10911.84,,False,0,247.35319592465922
511171,MBU6508,Estonia,1767006852.0,1767006853,-7.5406,33.0365,11269.98,False,210.05,214.62,-0.33,,11506.2,1113,False,0,280.3523486622671
511172,MBU6239,Estonia,1767007061.0,1767007114,19.5198,41.888,10972.8,False,206.1,339.39,0.0,,11018.52,5513,False,0,265.1767509869608
440287,OEKSF,Austria,1767007113.0,1767007114,15.8384,48.3828,640.08,False,71.36,95.79,0.33,,670.56,,False,0,111.7584998106578
4952a5,TAP028,Portugal,1767007114.0,1767007114,-9.2108,37.1181,9121.14,False,221.48,29.96,-9.43,,9273.54,,False,0,239.434338122453
511170,MBU4KV,Estonia,1767007113.0,1767007113,-8.6437,39.9412,10668.0,False,236.48,210.02,0.0,,10698.48,1112,False,0,268.67155706804465
0a00c2,DAH3180,Algeria,1767007113.0,1767007113,15.333,37.1991,10668.0,False,248.44,61.15,0.0,,10736.58,,False,0,273.7436369373569
48cb15,TVP7304,Poland,1767007114.0,1767007114,-4.2071,36.9426,11277.6,False,221.54,225.47,0.0,,11300.46,4016,False,0,244.5043010373576
3c6672,DLH37M,Germany,1767007113.0,1767007113,1.9257,41.2446,693.42,False,88.86,65.36,-4.88,,800.1,1000,False,0,108.35340554129154
4bc8d5,PGT4EZ,Turkey,1767007113.0,1767007114,2.5629,41.0528,3901.44,False,177.84,273.65,-7.48,,3992.88,1000,False,0,184.0699054435978
4bc8d3,PGT403M,Turkey,1767007114.0,1767007114,15.1012,46.9867,10675.62,False,249.52,126.28,0.33,,10736.58,4632,False,0,282.22806913284927
80164b,IGO733M,India,1767007113.0,1767007114,77.3826,28.1242,10972.8,False,214.6,1.51,0.0,,11216.64,2706,False,0,264.7746573324971
3442cb,ANE2318,Spain,1767007113.0,1767007114,-1.79,39.8256,6713.22,False,135.16,118.91,0.0,,6758.94,1000,False,0,156.8619851589917
80164f,AIC1733,India,1767007113.0,1767007114,79.2213,27.4695,10873.74,False,281.82,111.41,2.6,,11109.96,0560,False,0,293.5966935446928
471efb,WMT685,Hungary,1767007110.0,1767007112,19.5951,42.9425,8595.36,False,251.07,179.18,-12.03,,8694.42,1731,False,0,255.6249096694646
47b217,NBT40S,Norway,1767007111.0,1767007111,-11.0523,46.0413,11879.58,False,253.41,92.79,0.0,,11879.58,,False,0,279.4552546155676
801659,AIC544,India,1767007113.0,1767007114,76.8177,26.4386,10584.18,False,253.61,183.61,6.5,,10866.12,0512,False,0,282.24048576667985
ad90a3,AAL3246,United States,1767007114.0,1767007114,-82.5739,26.5743,9456.42,False,249.25,115.03,-0.33,,9898.38,1016,False,0,281.68981713629074
471eff,WZZ199,Hungary,1767007114.0,1767007114,2.55,51.1134,9372.6,False,240.77,102.46,3.58,,9494.52,4731,False,0,303.0539180242106
408143,DHK314,United Kingdom,1767007114.0,1767007114,-75.6354,45.9581,9761.22,False,201.34,244.42,1.95,,9601.2,,False,0,250.1735562566368
471efd,WMT5PB,Hungary,1767007113.0,1767007113,12.9712,43.3145,10965.18,False,232.08,294.35,0.0,,11056.62,4156,False,0,281.75720781445534
3c666f,DLH77P,Germany,1767007113.0,1767007113,-6.4326,42.9843,10675.62,False,233.48,214.95,0.0,,10637.52,0633,False,0,271.62628168467666
e80278,LPE2065,Chile,1767007113.0,1767007113,-75.8547,-8.9927,11277.6,False,236.74,26.18,0.33,,11986.26,,False,0,249.85717569401916
801667,AIC2388,India,1767007114.0,1767007114,101.6688,13.3611,11285.22,False,238.82,116.07,0.0,,12009.12,,False,0,288.9709224910157
4b1870,PJZ037,Switzerland,1767007114.0,1767007114,12.4698,42.0426,944.88,False,121.29,169.74,-5.2,,1043.94,1000,False,0,122.28900419882055
40812d,EZY25QW,United Kingdom,1767007114.0,1767007114,7.7675,45.6288,7642.86,False,209.93,299.83,9.75,,7802.88,0421,False,0,282.25864224970576
44029f,AUA209,Austria,1767007114.0,1767007114,9.0542,49.9184,3208.02,False,143.1,286.28,-4.88,,3329.94,1000,False,0,151.00218070437757
7c6b3b,JST114,Australia,1767007113.0,1767007114,174.3745,-37.0509,1600.2,False,120.48,163.89,-2.93,,1531.62,,False,0,131.58714684667225
8744d4,ANA269,Japan,1767007114.0,1767007114,132.6536,34.5526,7917.18,False,208.25,255.55,0.0,,7962.9,7322,False,0,233.05976460589514
e8026e,LPE2475,Chile,1767007113.0,1767007113,-42.9988,-22.8946,3048.0,False,149.06,219.68,8.45,,3223.26,,False,0,133.3890392476094
80165a,AIC1851,India,1767007114.0,1767007114,72.9608,20.2689,7917.18,False,248.71,13.03,5.53,,8260.08,6332,False,0,279.8122562903004
e8026a,LPE2463,Chile,1767006904.0,1767006904,-49.3478,-25.4196,2377.44,False,140.13,313.07,13.0,,2110.74,,False,0,156.21106065373547
80165e,AXB2653,India,1767007113.0,1767007113,76.9776,27.9899,11277.6,False,239.97,184.55,-0.33,,11551.92,0525,False,0,301.32483894086096
801669,IGO31HV,India,1767007113.0,1767007113,79.4166,27.8351,9723.12,False,191.19,303.48,-4.88,,9944.1,2625,False,0,226.8482509041052
511194,MBU1JX,Estonia,1767007114.0,1767007114,-3.3424,39.8723,11277.6,False,229.92,225.73,0.0,,11254.74,3750,False,0,305.56328621872194
a3556f,JBU80,United States,1767007114.0,1767007114,-88.5822,42.8687,10058.4,False,254.24,99.08,0.0,,9677.4,4227,False,0,245.8569787441544
ac1042,SWA1667,United States,1767007114.0,1767007114,-86.496,40.0471,5074.92,False,192.96,352.65,8.78,,4777.74,,False,0,205.99454187600543
801675,VTHLX,India,1767007014.0,1767007014,72.115,19.1319,129.54,False,37.07,2.39,1.63,,60.96,,False,0,112.95371251619957
801673,AXB1782,India,1767007113.0,1767007114,76.1941,27.4486,9273.54,False,212.82,207.18,5.53,,9517.38,0544,False,0,231.77307349738624
801678,IGO51Y,India,1767006902.0,1767006907,68.9792,18.5549,10363.2,False,204.84,298.17,0.0,,10911.84,,False,0,250.21244540794459
801671,AIC1755,India,1767007114.0,1767007114,89.5319,26.4399,9784.08,False,254.44,104.88,-6.83,,10058.4,0537,False,0,279.7970273017528
708029,LAO313,Lao People's Democratic Republic,1767007113.0,1767007113,105.6003,20.947,2087.88,False,112.22,357.9,-3.9,,2156.46,,False,0,117.60508691767602
4acb43,SAS4083,Sweden,1767007114.0,1767007114,11.2874,62.4301,10972.8,False,253.48,195.42,0.0,,10424.16,,False,0,249.96833137867736
4acb42,SAS78R,Sweden,1767007114.0,1767007114,7.5928,52.5228,9182.1,False,227.6,20.65,10.4,,9243.06,7720,False,0,257.60185949612054
45e5d3,BIO11,Denmark,1767007113.0,1767007113,10.5539,45.6255,2087.88,False,64.23,220.45,1.63,,2186.94,4640,False,0,82.7383257254779
4b187b,SWR22D,Switzerland,1767007113.0,1767007113,5.3018,46.7879,6530.34,False,212.21,317.06,6.5,,6675.12,5762,False,0,232.32804861270364
4b187e,SWR154,Switzerland,1767007114.0,1767007114,27.8846,43.976,11277.6,False,272.8,121.11,0.33,,11018.52,3066,False,0,278.1967153153239
4b187f,SWR19C,Switzerland,1767007113.0,1767007114,7.6798,47.5906,4495.8,False,200.44,109.18,-9.75,,4640.58,2253,False,0,227.6244881003508
3c65ae,DLH453,Germany,1767007100.0,1767007102,-4.9778,59.0488,12504.42,False,260.31,132.68,0.0,,12420.6,,False,0,288.69593415327523
accd69,DAL2469,United States,1767007114.0,1767007114,-82.8509,39.6091,5859.78,False,178.55,181.16,8.78,,5699.76,,False,0,189.8313696758865
8a040a,GIA121,Indonesia,1767007113.0,1767007113,103.5862,-1.1624,10668.0,False,226.33,140.81,0.0,,11384.28,,False,0,293.27814434739344
aae1ea,AAL93,United States,1767007113.0,1767007114,1.7159,50.6095,11582.4,False,244.98,317.13,0.0,,11666.22,3036,False,0,264.5349136713209
aba155,AAL21,United States,1767007114.0,1767007114,-5.8234,52.6693,10668.0,False,246.69,297.85,-0.33,,10744.2,6231,False,0,285.33619869208263
8a0419,AWQ260,Indonesia,1767007112.0,1767007113,104.3751,-1.4052,11574.78,False,233.48,349.33,0.0,,12336.78,,False,0,316.25065508564853
3455d9,VOE4HJ,Spain,1767007114.0,1767007114,-5.2897,41.3412,10370.82,False,217.44,125.76,0.0,,10355.58,5112,False,0,230.12613530877545
3c65c2,DLH4MM,Germany,1767007114.0,1767007114,15.5159,47.3278,11277.6,False,249.41,123.99,-0.33,,11285.22,7647,False,0,291.2498771706461
440251,CHG571,Austria,1767007114.0,1767007114,-4.6929,54.5283,9144.0,False,251.04,311.76,0.0,,9235.44,0113,False,0,273.07205588496845
4b1880,SWR16F,Switzerland,1767007113.0,1767007113,-10.9399,51.2474,10782.3,False,241.58,288.24,1.3,,10782.3,2340,False,0,294.2494574355462
4b1882,SWR66C,Switzerland,1767007114.0,1767007114,-11.9333,49.8343,10363.2,False,249.8,275.91,0.0,,10355.58,3007,False,0,253.71678578243836
ae143a,CADDY29,United States,1767007113.0,1767007113,31.1864,32.9445,10363.2,False,222.29,44.16,0.0,,10408.92,0775,False,0,238.82506773831446
44023f,EJU71UZ,Austria,1767007113.0,1767007113,6.2987,43.5758,10668.0,False,230.09,244.29,0.0,,10751.82,1000,False,0,283.002031312338
ac1afa,SWA1337,United States,1767007113.0,1767007113,-90.1368,30.0663,2004.06,False,149.82,118.06,19.51,,2057.4,,False,0,151.42369346466373
3c5ee8,EWG7766,Germany,1767007114.0,1767007114,9.8145,53.5235,3749.04,False,186.84,187.59,14.63,,3756.66,1125,False,0,185.99645700691755
3c5ee7,EWG54B,Germany,1767007114.0,1767007114,14.6977,50.1997,11582.4,False,194.47,270.61,0.0,,11490.96,1000,False,0,269.07356418993953
e8021c,LCO1511,Chile,1767007114.0,1767007114,-8.9553,39.0876,11887.2,False,230.29,213.34,0.33,,11932.92,7156,False,0,270.8737055684302
4bc8cf,PGT13BP,Turkey,1767007114.0,1767007114,24.0674,43.287,10363.2,False,195.37,297.78,0.0,,10294.62,3202,False,0,255.27627394322008
3ffc7d,DMBZM,Germany,1767006982.0,1767006982,8.5971,49.6768,144.78,False,24.66,23.36,-2.93,,297.18,7000,False,0,71.16324946597362
4bc8cb,PGT774T,Turkey,1767007113.0,1767007114,22.7598,47.5782,10370.82,False,177.98,324.89,0.0,,10210.8,1000,False,0,226.81097163947265
4acb23,NOZ8423,Sweden,1767007113.0,1767007113,11.695,59.9805,3055.62,False,158.46,270.74,-2.6,,2956.56,,False,0,196.11109022289514
3c65d4,DLH95M,Germany,1767007114.0,1767007114,9.2869,47.76,9982.2,False,231.95,238.88,5.85,,10088.88,6674,False,0,276.3404584182357
4bc8cc,PGT738L,Turkey,1767007114.0,1767007114,26.0338,42.4267,10972.8,False,194.42,292.56,0.0,,10866.12,,False,0,232.04513005594703
4bc8ca,PGT56JB,Turkey,1767007113.0,1767007113,21.0331,45.9732,10355.58,False,194.52,310.39,0.0,,10317.48,1000,False,0,263.56587217267656
3c65c7,DLH815,Germany,1767007114.0,1767007114,11.693,55.6999,10972.8,False,238.83,192.06,-0.33,,10751.82,0742,False,0,257.4395665954536
3c5ee2,EWG4R,Germany,1767007113.0,1767007113,9.3684,47.212,10668.0,False,223.15,352.45,0.0,,10751.82,1000,False,0,284.834892074849
3c5ee1,EWG68M,Germany,1767007113.0,1767007113,18.3868,44.3464,11277.6,False,246.4,153.6,0.0,,11285.22,5142,False,0,309.2241115801481
3c65ce,DLH9AF,Germany,1767007113.0,1767007114,23.2728,42.6725,3261.36,False,174.37,130.69,-3.9,,3291.84,6403,False,0,153.68975363296582
3c5ef6,EWG64TM,Germany,1767007113.0,1767007113,6.2079,43.8095,11582.4,False,229.2,22.71,-0.33,,11635.74,5373,False,0,300.22492258488643
3c65cd,DLH2H,Germany,1767007114.0,1767007114,4.9484,50.7002,10888.98,False,237.54,107.65,-4.55,,10972.8,3451,False,0,286.75361853872994
a34291,UPS352,United States,1767007076.0,1767007076,-84.861,19.0164,11277.6,False,239.71,210.86,-0.33,,11811.0,,False,0,304.40620319988983
a5d28c,UAL1341,United States,1767007113.0,1767007113,-85.4654,31.8002,10668.0,False,267.88,120.21,0.0,,11071.86,3601,False,0,332.59445965307896
e80246,ARE4046,Chile,1767007114.0,1767007114,-70.3247,-2.2768,10683.24,False,231.21,144.97,0.0,,11391.9,,False,0,274.61623767994257
3c65d5,DLH9TK,Germany,1767007113.0,1767007114,11.4015,49.8119,10317.48,False,213.1,354.04,5.53,,10370.82,7446,False,0,245.1834767128502
86d6a4,ANA811,Japan,1767007114.0,1767007114,132.4622,32.7666,12192.0,False,190.2,236.7,0.0,,12405.36,3744,False,0,251.3633114074895
e492cf,AZU2806,Brazil,1767007113.0,1767007114,-47.0945,-22.5686,5570.22,False,184.03,352.93,9.75,,5905.5,,False,0,184.75379430069123
3c5ef5,EWG70X,Germany,1767007114.0,1767007114,11.5355,48.5735,11277.6,False,234.5,172.56,0.0,,11323.32,1117,False,0,278.94116581171795
3c65cb,DLH34J,Germany,1767007114.0,1767007114,2.2897,44.8675,11262.36,False,236.63,248.18,0.0,,11300.46,6662,False,0,288.14263949633283
ab6fa4,N836LF,United States,1767006955.0,1767006956,-122.7694,45.2442,-76.2,False,6.02,19.98,-0.98,,60.96,,False,0,59.15341598660038
a5823e,GTI8318,United States,1767007113.0,1767007113,-150.5878,61.166,1371.6,False,97.72,84.26,-3.9,,1173.48,,False,0,127.13846498072047
46b832,AEE6WO,Greece,1767007114.0,1767007114,22.453,41.2014,10668.0,False,256.87,155.13,0.0,,10690.86,7126,False,0,285.60363783755815
46b830,AEE831,Greece,1767007113.0,1767007113,9.8199,49.2408,6903.72,False,234.63,135.09,6.5,,7033.26,6426,False,0,266.71828154314636
851936,JAL2506,Japan,1767007113.0,1767007113,134.336,34.3134,3413.76,False,168.79,96.48,-2.28,,3467.1,2351,False,0,163.77286333524086
0c4185,DWI6269,Dominican Republic,1767006578.0,1767006803,-58.4973,-32.6885,9296.4,False,234.01,17.0,4.55,,9875.52,,False,0,320.1635833317924
44020b,GCK29,Austria,1767007113.0,1767007113,12.986,44.4066,12496.8,False,227.11,162.06,-0.33,,12512.04,1000,False,0,301.18874695530013
44020a,AUA226,Austria,1767007114.0,1767007114,16.4437,48.6052,5935.98,False,242.13,160.26,-5.2,,6004.56,1000,False,0,213.96744887167435
